filename,fb_mean_l1,fb_mean_l2,warp_mean_l1,warp_mean_l2,motion_mag_mean,motion_mag_var,Q_fb_mean_l1,Q_fb_mean_l2,Q_warp_mean_l1,Q_warp_mean_l2,Q_motion_mag_var
source1_1.mp4,0.4840702908113599,0.4028122940566391,0.007597293553408236,0.015729845365664612,4.095310867826144,4.5648942707011395,0.6162698822797793,0.6684375572508543,0.9924314929353283,0.9843932225273495,0.010410979894175255
source1_2.mp4,0.8613483168650419,0.7038316278175141,0.009165383305905076,0.019418064469937234,2.2929509362826743,5.374021161348395,0.4225919102182215,0.4946862143530296,0.9908764907912985,0.9807692517451038,0.004635453875005849
source1_3.mp4,0.6360115942855676,0.5222976615807663,0.010179330043805142,0.022655963820094865,1.3400571110347907,0.4989664523463608,0.529399679662046,0.5931561090578489,0.9898723039877982,0.9775987552664223,0.6071578621187947
source1_4.mp4,12.449448152383168,10.200612400472163,0.02831840282306075,0.05673915826094647,17.12907053232193,35.571800885268964,3.919885348649325e-06,3.714756253206441e-05,0.9720788048854552,0.9448404910634114,3.559288276821839e-16
source1_5.mp4,1.2148983788987,1.0389937204619248,0.011234141781460493,0.03346647396683693,7.23697988986969,10.53363736050464,0.29674016782455614,0.35381053518675504,0.9888287255489248,0.9670873332899158,2.662560102435851e-05
source2_1.mp4,0.4978622096280257,0.41185542989211776,0.01011490390325586,0.018958576597894232,3.7712189733982084,5.301984079468474,0.6078286820727803,0.6624200352659573,0.98993607969437,0.9812200068718797,0.0049817000063127476
source2_2.mp4,0.14568793876096606,0.11738676743892332,0.013669774883116286,0.025178884652753673,1.3128235111633937,0.28342105802703904,0.8644274153893929,0.889241197104073,0.9864232322118858,0.9751354596572833,0.7532025790908419
source2_3.mp4,0.041576183727011086,0.03338750298134983,0.005615145817864686,0.015927603468298912,0.08915090256681045,0.00018533616196812902,0.9592762513175425,0.9671637081453369,0.9944005896473264,0.9841985700391042,0.9998146810117173
source2_4.mp4,9.28777372141679,7.708315338691076,0.026722152857109903,0.060105864269038044,16.96731665531794,42.09415971498502,9.254887066810458e-05,0.000449077383525013,0.9736317247390484,0.9416648396474009,5.232855176174184e-19
source2_5.mp4,0.8763803903013467,0.7559940624361237,0.009470976462277273,0.0253576419238622,7.039282472928365,9.992206877130068,0.4162869843674373,0.4695436269798004,0.9905737319797691,0.9749611626824438,4.575511921329171e-05
test.mp4,1.9261950846565397,1.590750881192977,0.014501875262348014,0.031053766689933184,5.825181910866185,2.917477052275197,0.14570152710783354,0.2037725453021403,0.9856027704668838,0.9694234489847731,0.05406993096957941
